"as_of","target","target_end_date","age_group","observation"
"2/9/2026","SARI",NA,"Adults",348
"2/9/2026","SARI",NA,"Adults",307
"2/9/2026","SARI",NA,"Adults",286
"2/9/2026","SARI",NA,"Adults",235
"2/9/2026","SARI",NA,"Adults",242
"2/9/2026","SARI",NA,"Adults",272
"2/9/2026","SARI",NA,"Adults",267
"2/9/2026","SARI",NA,"Adults",223
"2/9/2026","SARI",NA,"Adults",161
"2/9/2026","SARI",NA,"Adults",152
"2/9/2026","SARI",NA,"Adults",309
"2/9/2026","SARI",NA,"Adults",357
"2/9/2026","SARI",NA,"Adults",324
"2/9/2026","SARI",NA,"Adults",237
"2/9/2026","SARI",NA,"Adults",195
"2/9/2026","SARI",NA,"Adults",135
"2/9/2026","SARI",NA,"Adults",107
"2/9/2026","SARI",NA,"Adults",100
"2/9/2026","SARI",NA,"Adults",92
"2/9/2026","SARI",NA,"Adults",83
"2/9/2026","SARI",NA,"Adults",102
"2/9/2026","SARI",NA,"Adults",91
"2/9/2026","SARI",NA,"Adults",92
"2/9/2026","SARI",NA,"Adults",118
"2/9/2026","SARI",NA,"Adults",113
"2/9/2026","SARI",NA,"Adults",119
"2/9/2026","SARI",NA,"Adults",196
"2/9/2026","SARI",NA,"Adults",264
"2/9/2026","SARI",NA,"Adults",191
"2/9/2026","SARI",NA,"Adults",188
"2/9/2026","SARI",NA,"Adults",153
"2/9/2026","SARI",NA,"Adults",164
"2/9/2026","SARI",NA,"Adults",178
"2/9/2026","SARI",NA,"Adults",175
"2/9/2026","SARI",NA,"Adults",170
"2/9/2026","SARI",NA,"Adults",109
"2/9/2026","SARI",NA,"Adults",114
"2/9/2026","SARI",NA,"Adults",114
"2/9/2026","SARI",NA,"Adults",75
"2/9/2026","SARI",NA,"Adults",79
"2/9/2026","SARI",NA,"Adults",74
"2/9/2026","SARI",NA,"Adults",66
"2/9/2026","SARI",NA,"Adults",56
"2/9/2026","SARI",NA,"Adults",46
"2/9/2026","SARI",NA,"Adults",126
"2/9/2026","SARI",NA,"Adults",165
"2/9/2026","SARI",NA,"Adults",160
"2/9/2026","SARI",NA,"Adults",114
"2/9/2026","SARI",NA,"Adults",120
"2/9/2026","SARI",NA,"Adults",94
"2/9/2026","SARI",NA,"Adults",92
"2/9/2026","SARI",NA,"Adults",96
"2/9/2026","SARI",NA,"Adults",95
"2/9/2026","SARI",NA,"Adults",107
"2/9/2026","SARI",NA,"Adults",97
"2/9/2026","SARI",NA,"Adults",230
"2/9/2026","SARI",NA,"Adults",333
"2/9/2026","SARI",NA,"Adults",454
"2/9/2026","SARI",NA,"Adults",315
"2/9/2026","SARI",NA,"Adults",277
"2/9/2026","SARI",NA,"Adults",251
"2/9/2026","SARI",NA,"Adults",299
"2/9/2026","SARI",NA,"Adults",229
"2/9/2026","SARI",NA,"Adults",172
"2/9/2026","SARI",NA,"Adults",175
"2/9/2026","SARI",NA,"Adults",174
"2/9/2026","SARI",NA,"Adults",194
"2/9/2026","SARI",NA,"Adults",178
"2/9/2026","SARI",NA,"Adults",159
"2/9/2026","SARI",NA,"Adults",165
"2/9/2026","SARI",NA,"Adults",131
"2/9/2026","SARI",NA,"Adults",112
"2/9/2026","SARI",NA,"Adults",84
"2/9/2026","SARI",NA,"Adults",73
"2/9/2026","SARI",NA,"Adults",90
"2/9/2026","SARI",NA,"Adults",88
"2/9/2026","SARI",NA,"Adults",60
"2/9/2026","SARI",NA,"Adults",78
"2/9/2026","SARI",NA,"Adults",81
"2/9/2026","SARI",NA,"Adults",90
"2/9/2026","SARI",NA,"Adults",86
"2/9/2026","SARI",NA,"Adults",117
"2/9/2026","SARI",NA,"Adults",158
"2/9/2026","SARI",NA,"Adults",156
"2/9/2026","SARI",NA,"Adults",153
"2/9/2026","SARI",NA,"Adults",207
"2/9/2026","SARI",NA,"Adults",235
"2/9/2026","SARI",NA,"Adults",292
"2/9/2026","SARI",NA,"Adults",347
"2/9/2026","SARI",NA,"Adults",582
"2/9/2026","SARI",NA,"Adults",503
"2/9/2026","SARI",NA,"Adults",458
"2/9/2026","SARI",NA,"Adults",224
"2/9/2026","SARI",NA,"Adults",172
"2/9/2026","SARI",NA,"Adults",161
"2/9/2026","SARI",NA,"Adults",168
"2/9/2026","SARI",NA,"Adults",146
"2/9/2026","SARI",NA,"Adults",164
"2/9/2026","SARI",NA,"Adults",158
"2/9/2026","SARI",NA,"Adults",132
"2/9/2026","SARI",NA,"Adults",121
"2/9/2026","SARI",NA,"Adults",116
"2/9/2026","SARI",NA,"Adults",116
"2/9/2026","SARI",NA,"Adults",77
"2/9/2026","SARI",NA,"Adults",61
"2/9/2026","SARI",NA,"Adults",89
"2/9/2026","SARI",NA,"Adults",65
"2/9/2026","SARI",NA,"Adults",93
"2/9/2026","SARI",NA,"Adults",71
"2/9/2026","SARI",NA,"Adults",62
"2/9/2026","SARI",NA,"Overall",1423
"2/9/2026","SARI",NA,"Overall",1303
"2/9/2026","SARI",NA,"Overall",907
"2/9/2026","SARI",NA,"Overall",604
"2/9/2026","SARI",NA,"Overall",551
"2/9/2026","SARI",NA,"Overall",772
"2/9/2026","SARI",NA,"Overall",633
"2/9/2026","SARI",NA,"Overall",511
"2/9/2026","SARI",NA,"Overall",496
"2/9/2026","SARI",NA,"Overall",547
"2/9/2026","SARI",NA,"Overall",761
"2/9/2026","SARI",NA,"Overall",898
"2/9/2026","SARI",NA,"Overall",846
"2/9/2026","SARI",NA,"Overall",918
"2/9/2026","SARI",NA,"Overall",824
"2/9/2026","SARI",NA,"Overall",821
"2/9/2026","SARI",NA,"Overall",833
"2/9/2026","SARI",NA,"Overall",701
"2/9/2026","SARI",NA,"Overall",652
"2/9/2026","SARI",NA,"Overall",655
"2/9/2026","SARI",NA,"Overall",595
"2/9/2026","SARI",NA,"Overall",525
"2/9/2026","SARI",NA,"Overall",502
"2/9/2026","SARI",NA,"Overall",545
"2/9/2026","SARI",NA,"Overall",591
"2/9/2026","SARI",NA,"Overall",501
"2/9/2026","SARI",NA,"Overall",329
"2/9/2026","SARI",NA,"Overall",282
"2/9/2026","SARI",NA,"Overall",457
"2/9/2026","SARI",NA,"Overall",465
"2/9/2026","SARI",NA,"Overall",407
"2/9/2026","SARI",NA,"Overall",359
"2/9/2026","SARI",NA,"Overall",304
"2/9/2026","SARI",NA,"Overall",226
"2/9/2026","SARI",NA,"Overall",204
"2/9/2026","SARI",NA,"Overall",200
"2/9/2026","SARI",NA,"Overall",249
"2/9/2026","SARI",NA,"Overall",238
"2/9/2026","SARI",NA,"Overall",297
"2/9/2026","SARI",NA,"Overall",320
"2/9/2026","SARI",NA,"Overall",415
"2/9/2026","SARI",NA,"Overall",544
"2/9/2026","SARI",NA,"Overall",596
"2/9/2026","SARI",NA,"Overall",680
"2/9/2026","SARI",NA,"Overall",633
"2/9/2026","SARI",NA,"Overall",703
"2/9/2026","SARI",NA,"Overall",524
"2/9/2026","SARI",NA,"Overall",451
"2/9/2026","SARI",NA,"Overall",379
"2/9/2026","SARI",NA,"Overall",404
"2/9/2026","SARI",NA,"Overall",408
"2/9/2026","SARI",NA,"Overall",434
"2/9/2026","SARI",NA,"Overall",396
"2/9/2026","SARI",NA,"Overall",290
"2/9/2026","SARI",NA,"Overall",305
"2/9/2026","SARI",NA,"Overall",278
"2/9/2026","SARI",NA,"Overall",191
"2/9/2026","SARI",NA,"Overall",192
"2/9/2026","SARI",NA,"Overall",168
"2/9/2026","SARI",NA,"Overall",135
"2/9/2026","SARI",NA,"Overall",102
"2/9/2026","SARI",NA,"Overall",87
"2/9/2026","SARI",NA,"Overall",197
"2/9/2026","SARI",NA,"Overall",247
"2/9/2026","SARI",NA,"Overall",253
"2/9/2026","SARI",NA,"Overall",176
"2/9/2026","SARI",NA,"Overall",176
"2/9/2026","SARI",NA,"Overall",213
"2/9/2026","SARI",NA,"Overall",209
"2/9/2026","SARI",NA,"Overall",207
"2/9/2026","SARI",NA,"Overall",198
"2/9/2026","SARI",NA,"Overall",212
"2/9/2026","SARI",NA,"Overall",241
"2/9/2026","SARI",NA,"Overall",557
"2/9/2026","SARI",NA,"Overall",746
"2/9/2026","SARI",NA,"Overall",1031
"2/9/2026","SARI",NA,"Overall",832
"2/9/2026","SARI",NA,"Overall",825
"2/9/2026","SARI",NA,"Overall",830
"2/9/2026","SARI",NA,"Overall",877
"2/9/2026","SARI",NA,"Overall",707
"2/9/2026","SARI",NA,"Overall",645
"2/9/2026","SARI",NA,"Overall",642
"2/9/2026","SARI",NA,"Overall",596
"2/9/2026","SARI",NA,"Overall",616
"2/9/2026","SARI",NA,"Overall",598
"2/9/2026","SARI",NA,"Overall",492
"2/9/2026","SARI",NA,"Overall",424
"2/9/2026","SARI",NA,"Overall",394
"2/9/2026","SARI",NA,"Overall",284
"2/9/2026","SARI",NA,"Overall",242
"2/9/2026","SARI",NA,"Overall",221
"2/9/2026","SARI",NA,"Overall",202
"2/9/2026","SARI",NA,"Overall",151
"2/9/2026","SARI",NA,"Overall",113
"2/9/2026","SARI",NA,"Overall",150
"2/9/2026","SARI",NA,"Overall",163
"2/9/2026","SARI",NA,"Overall",170
"2/9/2026","SARI",NA,"Overall",164
"2/9/2026","SARI",NA,"Overall",227
"2/9/2026","SARI",NA,"Overall",320
"2/9/2026","SARI",NA,"Overall",326
"2/9/2026","SARI",NA,"Overall",334
"2/9/2026","SARI",NA,"Overall",378
"2/9/2026","SARI",NA,"Overall",486
"2/9/2026","SARI",NA,"Overall",608
"2/9/2026","SARI",NA,"Overall",710
"2/9/2026","SARI",NA,"Overall",1092
"2/9/2026","SARI",NA,"Overall",1009
"2/9/2026","SARI",NA,"Overall",915
"2/9/2026","SARI",NA,"Overall",798
"2/9/2026","SARI",NA,"Overall",665
"2/9/2026","SARI",NA,"Overall",701
"2/9/2026","SARI",NA,"Overall",708
"2/9/2026","SARI",NA,"Overall",600
"2/9/2026","SARI",NA,"Overall",571
"2/9/2026","SARI",NA,"Overall",520
"2/9/2026","SARI",NA,"Overall",430
"2/9/2026","SARI",NA,"Overall",346
"2/9/2026","SARI",NA,"Overall",338
"2/9/2026","SARI",NA,"Overall",276
"2/9/2026","SARI",NA,"Overall",214
"2/9/2026","SARI",NA,"Overall",174
"2/9/2026","SARI",NA,"Overall",191
"2/9/2026","SARI",NA,"Overall",137
"2/9/2026","SARI",NA,"Overall",145
"2/9/2026","SARI",NA,"Overall",129
"2/9/2026","SARI",NA,"Overall",120
"2/9/2026","SARI",NA,"Pediatrics",172
"2/9/2026","SARI",NA,"Pediatrics",190
"2/9/2026","SARI",NA,"Pediatrics",138
"2/9/2026","SARI",NA,"Pediatrics",131
"2/9/2026","SARI",NA,"Pediatrics",121
"2/9/2026","SARI",NA,"Pediatrics",254
"2/9/2026","SARI",NA,"Pediatrics",196
"2/9/2026","SARI",NA,"Pediatrics",209
"2/9/2026","SARI",NA,"Pediatrics",225
"2/9/2026","SARI",NA,"Pediatrics",280
"2/9/2026","SARI",NA,"Pediatrics",418
"2/9/2026","SARI",NA,"Pediatrics",504
"2/9/2026","SARI",NA,"Pediatrics",427
"2/9/2026","SARI",NA,"Pediatrics",489
"2/9/2026","SARI",NA,"Pediatrics",408
"2/9/2026","SARI",NA,"Pediatrics",359
"2/9/2026","SARI",NA,"Pediatrics",343
"2/9/2026","SARI",NA,"Pediatrics",279
"2/9/2026","SARI",NA,"Pediatrics",304
"2/9/2026","SARI",NA,"Pediatrics",348
"2/9/2026","SARI",NA,"Pediatrics",309
"2/9/2026","SARI",NA,"Pediatrics",290
"2/9/2026","SARI",NA,"Pediatrics",260
"2/9/2026","SARI",NA,"Pediatrics",273
"2/9/2026","SARI",NA,"Pediatrics",324
"2/9/2026","SARI",NA,"Pediatrics",278
"2/9/2026","SARI",NA,"Pediatrics",168
"2/9/2026","SARI",NA,"Pediatrics",130
"2/9/2026","SARI",NA,"Pediatrics",148
"2/9/2026","SARI",NA,"Pediatrics",108
"2/9/2026","SARI",NA,"Pediatrics",83
"2/9/2026","SARI",NA,"Pediatrics",122
"2/9/2026","SARI",NA,"Pediatrics",109
"2/9/2026","SARI",NA,"Pediatrics",91
"2/9/2026","SARI",NA,"Pediatrics",97
"2/9/2026","SARI",NA,"Pediatrics",100
"2/9/2026","SARI",NA,"Pediatrics",157
"2/9/2026","SARI",NA,"Pediatrics",155
"2/9/2026","SARI",NA,"Pediatrics",195
"2/9/2026","SARI",NA,"Pediatrics",229
"2/9/2026","SARI",NA,"Pediatrics",323
"2/9/2026","SARI",NA,"Pediatrics",426
"2/9/2026","SARI",NA,"Pediatrics",483
"2/9/2026","SARI",NA,"Pediatrics",561
"2/9/2026","SARI",NA,"Pediatrics",437
"2/9/2026","SARI",NA,"Pediatrics",439
"2/9/2026","SARI",NA,"Pediatrics",333
"2/9/2026","SARI",NA,"Pediatrics",263
"2/9/2026","SARI",NA,"Pediatrics",226
"2/9/2026","SARI",NA,"Pediatrics",240
"2/9/2026","SARI",NA,"Pediatrics",230
"2/9/2026","SARI",NA,"Pediatrics",259
"2/9/2026","SARI",NA,"Pediatrics",226
"2/9/2026","SARI",NA,"Pediatrics",181
"2/9/2026","SARI",NA,"Pediatrics",191
"2/9/2026","SARI",NA,"Pediatrics",164
"2/9/2026","SARI",NA,"Pediatrics",116
"2/9/2026","SARI",NA,"Pediatrics",113
"2/9/2026","SARI",NA,"Pediatrics",94
"2/9/2026","SARI",NA,"Pediatrics",69
"2/9/2026","SARI",NA,"Pediatrics",46
"2/9/2026","SARI",NA,"Pediatrics",41
"2/9/2026","SARI",NA,"Pediatrics",71
"2/9/2026","SARI",NA,"Pediatrics",82
"2/9/2026","SARI",NA,"Pediatrics",93
"2/9/2026","SARI",NA,"Pediatrics",62
"2/9/2026","SARI",NA,"Pediatrics",56
"2/9/2026","SARI",NA,"Pediatrics",119
"2/9/2026","SARI",NA,"Pediatrics",117
"2/9/2026","SARI",NA,"Pediatrics",111
"2/9/2026","SARI",NA,"Pediatrics",103
"2/9/2026","SARI",NA,"Pediatrics",105
"2/9/2026","SARI",NA,"Pediatrics",144
"2/9/2026","SARI",NA,"Pediatrics",327
"2/9/2026","SARI",NA,"Pediatrics",413
"2/9/2026","SARI",NA,"Pediatrics",577
"2/9/2026","SARI",NA,"Pediatrics",517
"2/9/2026","SARI",NA,"Pediatrics",548
"2/9/2026","SARI",NA,"Pediatrics",579
"2/9/2026","SARI",NA,"Pediatrics",578
"2/9/2026","SARI",NA,"Pediatrics",478
"2/9/2026","SARI",NA,"Pediatrics",473
"2/9/2026","SARI",NA,"Pediatrics",467
"2/9/2026","SARI",NA,"Pediatrics",422
"2/9/2026","SARI",NA,"Pediatrics",422
"2/9/2026","SARI",NA,"Pediatrics",420
"2/9/2026","SARI",NA,"Pediatrics",333
"2/9/2026","SARI",NA,"Pediatrics",259
"2/9/2026","SARI",NA,"Pediatrics",263
"2/9/2026","SARI",NA,"Pediatrics",172
"2/9/2026","SARI",NA,"Pediatrics",158
"2/9/2026","SARI",NA,"Pediatrics",148
"2/9/2026","SARI",NA,"Pediatrics",112
"2/9/2026","SARI",NA,"Pediatrics",63
"2/9/2026","SARI",NA,"Pediatrics",53
"2/9/2026","SARI",NA,"Pediatrics",72
"2/9/2026","SARI",NA,"Pediatrics",82
"2/9/2026","SARI",NA,"Pediatrics",80
"2/9/2026","SARI",NA,"Pediatrics",78
"2/9/2026","SARI",NA,"Pediatrics",110
"2/9/2026","SARI",NA,"Pediatrics",162
"2/9/2026","SARI",NA,"Pediatrics",170
"2/9/2026","SARI",NA,"Pediatrics",181
"2/9/2026","SARI",NA,"Pediatrics",171
"2/9/2026","SARI",NA,"Pediatrics",251
"2/9/2026","SARI",NA,"Pediatrics",316
"2/9/2026","SARI",NA,"Pediatrics",363
"2/9/2026","SARI",NA,"Pediatrics",510
"2/9/2026","SARI",NA,"Pediatrics",506
"2/9/2026","SARI",NA,"Pediatrics",457
"2/9/2026","SARI",NA,"Pediatrics",574
"2/9/2026","SARI",NA,"Pediatrics",493
"2/9/2026","SARI",NA,"Pediatrics",540
"2/9/2026","SARI",NA,"Pediatrics",540
"2/9/2026","SARI",NA,"Pediatrics",454
"2/9/2026","SARI",NA,"Pediatrics",407
"2/9/2026","SARI",NA,"Pediatrics",362
"2/9/2026","SARI",NA,"Pediatrics",298
"2/9/2026","SARI",NA,"Pediatrics",225
"2/9/2026","SARI",NA,"Pediatrics",222
"2/9/2026","SARI",NA,"Pediatrics",160
"2/9/2026","SARI",NA,"Pediatrics",137
"2/9/2026","SARI",NA,"Pediatrics",113
"2/9/2026","SARI",NA,"Pediatrics",102
"2/9/2026","SARI",NA,"Pediatrics",72
"2/9/2026","SARI",NA,"Pediatrics",52
"2/9/2026","SARI",NA,"Pediatrics",58
"2/9/2026","SARI",NA,"Pediatrics",58
"20628","SARI",1-03-20,"Adults",52
"20628","SARI",1-03-20,"Overall",99
"20628","SARI",1-03-20,"Pediatrics",47
"20628","SARI",1-04-20,"Adults",99
"20628","SARI",1-04-20,"Overall",197
"20628","SARI",1-04-20,"Pediatrics",98
"20628","SARI",1-06-20,"Adults",95
"20628","SARI",1-06-20,"Overall",160
"20628","SARI",1-06-20,"Pediatrics",65
"20628","SARI",1-07-20,"Adults",330
"20628","SARI",1-07-20,"Overall",448
"20628","SARI",1-07-20,"Pediatrics",118
"20628","SARI",1-08-20,"Adults",1023
"20628","SARI",1-08-20,"Overall",1186
"20628","SARI",1-08-20,"Pediatrics",163
"20628","SARI",1-10-20,"Adults",108
"20628","SARI",1-10-20,"Overall",205
"20628","SARI",1-10-20,"Pediatrics",97
"20628","SARI",1-11-20,"Adults",97
"20628","SARI",1-11-20,"Overall",175
"20628","SARI",1-11-20,"Pediatrics",78
"20628","SARI",2-01-20,"Adults",92
"20628","SARI",2-01-20,"Overall",153
"20628","SARI",2-01-20,"Pediatrics",61
"20628","SARI",2-03-20,"Adults",165
"20628","SARI",2-03-20,"Overall",252
"20628","SARI",2-03-20,"Pediatrics",87
"20628","SARI",2-04-20,"Adults",133
"20628","SARI",2-04-20,"Overall",254
"20628","SARI",2-04-20,"Pediatrics",121
"20628","SARI",2-05-20,"Adults",587
"20628","SARI",2-05-20,"Overall",698
"20628","SARI",2-05-20,"Pediatrics",111
"20628","SARI",2-07-20,"Adults",105
"20628","SARI",2-07-20,"Overall",164
"20628","SARI",2-07-20,"Pediatrics",59
"20628","SARI",2-08-20,"Adults",86
"20628","SARI",2-08-20,"Overall",172
"20628","SARI",2-08-20,"Pediatrics",86
"20628","SARI",2-10-20,"Adults",131
"20628","SARI",2-10-20,"Overall",205
"20628","SARI",2-10-20,"Pediatrics",74
"20628","SARI",2-11-20,"Adults",100
"20628","SARI",2-11-20,"Overall",222
"20628","SARI",2-11-20,"Pediatrics",122
"20628","SARI",2-12-20,"Adults",420
"20628","SARI",2-12-20,"Overall",537
"20628","SARI",2-12-20,"Pediatrics",117
"20628","SARI",3-01-20,"Adults",102
"20628","SARI",3-01-20,"Overall",175
"20628","SARI",3-01-20,"Pediatrics",73
"20628","SARI",3-02-20,"Adults",92
"20628","SARI",3-02-20,"Overall",155
"20628","SARI",3-02-20,"Pediatrics",63
"20628","SARI",3-04-20,"Adults",137
"20628","SARI",3-04-20,"Overall",289
"20628","SARI",3-04-20,"Pediatrics",152
"20628","SARI",3-05-20,"Adults",533
"20628","SARI",3-05-20,"Overall",702
"20628","SARI",3-05-20,"Pediatrics",169
"20628","SARI",3-07-20,"Adults",93
"20628","SARI",3-07-20,"Overall",198
"20628","SARI",3-07-20,"Pediatrics",105
"20628","SARI",3-08-20,"Adults",101
"20628","SARI",3-08-20,"Overall",181
"20628","SARI",3-08-20,"Pediatrics",80
"20628","SARI",3-09-20,"Adults",93
"20628","SARI",3-09-20,"Overall",164
"20628","SARI",3-09-20,"Pediatrics",71
"20628","SARI",3-11-20,"Adults",104
"20628","SARI",3-11-20,"Overall",300
"20628","SARI",3-11-20,"Pediatrics",196
"20628","SARI",3-12-20,"Adults",502
"20628","SARI",3-12-20,"Overall",730
"20628","SARI",3-12-20,"Pediatrics",228
"20628","SARI",4-01-20,"Adults",78
"20628","SARI",4-01-20,"Overall",251
"20628","SARI",4-01-20,"Pediatrics",173
"20628","SARI",4-02-20,"Adults",377
"20628","SARI",4-02-20,"Overall",567
"20628","SARI",4-02-20,"Pediatrics",190
"20628","SARI",4-04-20,"Adults",130
"20628","SARI",4-04-20,"Overall",274
"20628","SARI",4-04-20,"Pediatrics",144
"20628","SARI",4-05-20,"Adults",150
"20628","SARI",4-05-20,"Overall",292
"20628","SARI",4-05-20,"Pediatrics",142
"20628","SARI",4-06-20,"Adults",111
"20628","SARI",4-06-20,"Overall",223
"20628","SARI",4-06-20,"Pediatrics",112
"20628","SARI",4-08-20,"Adults",90
"20628","SARI",4-08-20,"Overall",275
"20628","SARI",4-08-20,"Pediatrics",185
"20628","SARI",4-09-20,"Adults",349
"20628","SARI",4-09-20,"Overall",573
"20628","SARI",4-09-20,"Pediatrics",224
"20628","SARI",4-11-20,"Adults",147
"20628","SARI",4-11-20,"Overall",303
"20628","SARI",4-11-20,"Pediatrics",156
"20628","SARI",4-12-20,"Adults",153
"20628","SARI",4-12-20,"Overall",307
"20628","SARI",4-12-20,"Pediatrics",154
"20628","SARI",5-02-20,"Adults",175
"20628","SARI",5-02-20,"Overall",446
"20628","SARI",5-02-20,"Pediatrics",271
"20628","SARI",5-03-20,"Adults",190
"20628","SARI",5-03-20,"Overall",402
"20628","SARI",5-03-20,"Pediatrics",212
"20628","SARI",5-04-20,"Adults",129
"20628","SARI",5-04-20,"Overall",287
"20628","SARI",5-04-20,"Pediatrics",158
"20628","SARI",5-06-20,"Adults",102
"20628","SARI",5-06-20,"Overall",484
"20628","SARI",5-06-20,"Pediatrics",382
"20628","SARI",5-07-20,"Adults",312
"20628","SARI",5-07-20,"Overall",613
"20628","SARI",5-07-20,"Pediatrics",301
"20628","SARI",5-09-20,"Adults",196
"20628","SARI",5-09-20,"Overall",484
"20628","SARI",5-09-20,"Pediatrics",288
"20628","SARI",5-10-20,"Adults",202
"20628","SARI",5-10-20,"Overall",408
"20628","SARI",5-10-20,"Pediatrics",206
"20628","SARI",5-11-20,"Adults",151
"20628","SARI",5-11-20,"Overall",338
"20628","SARI",5-11-20,"Pediatrics",187
"20628","SARI",6-01-20,"Adults",524
"20628","SARI",6-01-20,"Overall",1053
"20628","SARI",6-01-20,"Pediatrics",529
"20628","SARI",6-03-20,"Adults",182
"20628","SARI",6-03-20,"Overall",706
"20628","SARI",6-03-20,"Pediatrics",524
"20628","SARI",6-04-20,"Adults",457
"20628","SARI",6-04-20,"Overall",925
"20628","SARI",6-04-20,"Pediatrics",468
"20628","SARI",6-06-20,"Adults",306
"20628","SARI",6-06-20,"Overall",679
"20628","SARI",6-06-20,"Pediatrics",373
"20628","SARI",6-07-20,"Adults",515
"20628","SARI",6-07-20,"Overall",1046
"20628","SARI",6-07-20,"Pediatrics",531
"20628","SARI",6-08-20,"Adults",553
"20628","SARI",6-08-20,"Overall",1270
"20628","SARI",6-08-20,"Pediatrics",717
"20628","SARI",6-10-20,"Adults",190
"20628","SARI",6-10-20,"Overall",742
"20628","SARI",6-10-20,"Pediatrics",552
"20628","SARI",6-11-20,"Adults",482
"20628","SARI",6-11-20,"Overall",1042
"20628","SARI",6-11-20,"Pediatrics",560
"20628","SARI",7-01-20,"Adults",257
"20628","SARI",7-01-20,"Overall",675
"20628","SARI",7-01-20,"Pediatrics",418
"20628","SARI",7-02-20,"Adults",483
"20628","SARI",7-02-20,"Overall",871
"20628","SARI",7-02-20,"Pediatrics",388
"20628","SARI",7-05-20,"Adults",422
"20628","SARI",7-05-20,"Overall",971
"20628","SARI",7-05-20,"Pediatrics",549
"20628","SARI",7-06-20,"Adults",317
"20628","SARI",7-06-20,"Overall",891
"20628","SARI",7-06-20,"Pediatrics",574
"20628","SARI",7-08-20,"Adults",229
"20628","SARI",7-08-20,"Overall",582
"20628","SARI",7-08-20,"Pediatrics",353
"20628","SARI",7-09-20,"Adults",440
"20628","SARI",7-09-20,"Overall",868
"20628","SARI",7-09-20,"Pediatrics",428
"20628","SARI",7-12-20,"Adults",320
"20628","SARI",7-12-20,"Overall",838
"20628","SARI",7-12-20,"Pediatrics",518
"20628","SARI",8-02-20,"Adults",177
"20628","SARI",8-02-20,"Overall",726
"20628","SARI",8-02-20,"Pediatrics",549
"20628","SARI",8-03-20,"Adults",209
"20628","SARI",8-03-20,"Overall",662
"20628","SARI",8-03-20,"Pediatrics",453
"20628","SARI",8-05-20,"Adults",176
"20628","SARI",8-05-20,"Overall",391
"20628","SARI",8-05-20,"Pediatrics",215
"20628","SARI",8-06-20,"Adults",403
"20628","SARI",8-06-20,"Overall",675
"20628","SARI",8-06-20,"Pediatrics",272
"20628","SARI",8-09-20,"Adults",187
"20628","SARI",8-09-20,"Overall",695
"20628","SARI",8-09-20,"Pediatrics",508
"20628","SARI",8-10-20,"Adults",184
"20628","SARI",8-10-20,"Overall",668
"20628","SARI",8-10-20,"Pediatrics",484
"20628","SARI",8-12-20,"Adults",147
"20628","SARI",8-12-20,"Overall",409
"20628","SARI",8-12-20,"Pediatrics",262
"20628","SARI",9-02-20,"Adults",191
"20628","SARI",9-02-20,"Overall",443
"20628","SARI",9-02-20,"Pediatrics",252
"20628","SARI",9-03-20,"Adults",282
"20628","SARI",9-03-20,"Overall",611
"20628","SARI",9-03-20,"Pediatrics",329
"20628","SARI",9-06-20,"Adults",164
"20628","SARI",9-06-20,"Overall",591
"20628","SARI",9-06-20,"Pediatrics",427
"20628","SARI",9-07-20,"Adults",210
"20628","SARI",9-07-20,"Overall",718
"20628","SARI",9-07-20,"Pediatrics",508
"20628","SARI",9-09-20,"Adults",184
"20628","SARI",9-09-20,"Overall",417
"20628","SARI",9-09-20,"Pediatrics",233
"20628","SARI",9-10-20,"Adults",305
"20628","SARI",9-10-20,"Overall",616
"20628","SARI",9-10-20,"Pediatrics",311
"20628","SARI",10-01-20,"Adults",255
"20628","SARI",10-01-20,"Overall",561
"20628","SARI",10-01-20,"Pediatrics",306
"20628","SARI",10-04-20,"Adults",126
"20628","SARI",10-04-20,"Overall",425
"20628","SARI",10-04-20,"Pediatrics",299
"20628","SARI",10-05-20,"Adults",199
"20628","SARI",10-05-20,"Overall",511
"20628","SARI",10-05-20,"Pediatrics",312
"20628","SARI",10-07-20,"Adults",111
"20628","SARI",10-07-20,"Overall",301
"20628","SARI",10-07-20,"Pediatrics",190
"20628","SARI",10-08-20,"Adults",208
"20628","SARI",10-08-20,"Overall",480
"20628","SARI",10-08-20,"Pediatrics",272
"20628","SARI",10-11-20,"Adults",110
"20628","SARI",10-11-20,"Overall",383
"20628","SARI",10-11-20,"Pediatrics",273
"20628","SARI",10-12-20,"Adults",151
"20628","SARI",10-12-20,"Overall",401
"20628","SARI",10-12-20,"Pediatrics",250
"20628","SARI",11-01-20,"Adults",100
"20628","SARI",11-01-20,"Overall",259
"20628","SARI",11-01-20,"Pediatrics",159
"20628","SARI",11-02-20,"Adults",116
"20628","SARI",11-02-20,"Overall",353
"20628","SARI",11-02-20,"Pediatrics",237
"20628","SARI",11-04-20,"Adults",81
"20628","SARI",11-04-20,"Overall",210
"20628","SARI",11-04-20,"Pediatrics",129
"20628","SARI",11-05-20,"Adults",230
"20628","SARI",11-05-20,"Overall",481
"20628","SARI",11-05-20,"Pediatrics",251
"20628","SARI",11-08-20,"Adults",91
"20628","SARI",11-08-20,"Overall",309
"20628","SARI",11-08-20,"Pediatrics",218
"20628","SARI",11-09-20,"Adults",102
"20628","SARI",11-09-20,"Overall",259
"20628","SARI",11-09-20,"Pediatrics",157
"20628","SARI",11-11-20,"Adults",85
"20628","SARI",11-11-20,"Overall",201
